dp,depto_nom,anio,pib_miles_millones,pob_total,pib_pc,ln_pib_pc,expulsados_total,recibidos_total,eventos_total,expulsados_adol,tasa_expulsion,tasa_expul_adol,ln_expulsados,ln_expul_adol,expul_acum,cuartil_conflicto,alta_intensidad
25,Cundinamarca,1993,23378.549065648207,1822114,12830453.564183256,16.367332087812887,1299,961,1309,111,0.7129081934500255,0.06091825209619157,7.170119543449628,4.718498871295094,122815,2,0
25,Cundinamarca,1994,22865.223401480933,1808276,12644764.074444905,16.352753780296087,952,870,960,83,0.5264683046172156,0.04590007277650093,6.859614903654202,4.430816798843313,122815,2,0
25,Cundinamarca,1995,23810.13644129473,1798633,13237907.033449698,16.39859501693274,1628,1397,1660,153,0.9051318417931841,0.08506460183928573,7.395721608602045,5.0369526024136295,122815,2,0
25,Cundinamarca,1996,25115.321246306783,1793018,14007288.965479868,16.455088392484768,1371,1345,1380,118,0.7646325915300348,0.06581082844678637,7.22402480828583,4.77912349311153,122815,2,0
25,Cundinamarca,1997,26209.177312286403,1791331,14631119.157925813,16.498661267536406,2174,1615,2200,191,1.213622719642545,0.10662462716270751,7.684783943522785,5.2574953720277815,122815,2,0
25,Cundinamarca,1998,25305.415394581854,1793463,14109806.221027061,16.462380590285157,3095,2393,3109,268,1.725711653934316,0.1494315745571556,8.037866234709618,5.594711379601839,122815,2,0
25,Cundinamarca,1999,24040.364923878475,1799222,13361533.442720508,16.407890498132954,3251,3260,3277,273,1.8068920900255778,0.15173224871638966,8.087025470667701,5.6131281063880705,122815,2,0
25,Cundinamarca,2000,25761.867334675215,1808398,14245684.48686363,16.47196457578561,8015,8064,8158,747,4.432099571001516,0.4130727859685755,8.989194823324645,6.617402977974478,122815,2,0
25,Cundinamarca,2001,27160.077314453894,1820848,14916169.452065134,16.517956380639028,10050,11973,10198,895,5.5194063425393,0.49152922154951983,9.21542741102474,6.79794041297493,122815,2,0
25,Cundinamarca,2002,27323.38625709889,1836523,14877780.597955424,16.51537942288154,25197,21396,25883,1998,13.719947966891784,1.0879253894451635,10.134519905270576,7.6004023345004,122815,2,0
25,Cundinamarca,2003,28652.258581869435,1855495,15441840.900605733,16.552591324767498,21768,18965,22225,1853,11.731640343951344,0.9986553453391143,9.988242218400936,7.5251007461258,122815,2,0
25,Cundinamarca,2004,28921.581318940283,1877914,15400908.305140857,16.549937046497856,7387,9398,7500,652,3.9336199634275055,0.3471937479565092,8.90761234131913,6.481577129276431,122815,2,0
25,Cundinamarca,2005,29886.401533314074,1903495,15700803.802118773,16.569222466595168,6700,9440,6760,636,3.519841134334474,0.33412223305025757,8.81001204797317,6.456769655572163,122815,2,0
25,Cundinamarca,2006,31299.95900389673,1936056,16166866.559591629,16.598474431673985,5338,10068,5358,516,2.757151652638147,0.26652121632845327,8.582793648500186,6.248042874508429,122815,2,0
25,Cundinamarca,2007,33896.565772401074,1975124,17161740.615982123,16.658193081377753,6714,12503,6778,706,3.3992802477211557,0.3574459122566482,8.812099108957337,6.561030665896573,122815,2,0
25,Cundinamarca,2008,36147.41028191398,2021042,17885531.46441983,16.69950264588485,5232,11674,5262,568,2.588763617975282,0.28104314507071104,8.562740006372207,6.343880434126331,122815,2,0
25,Cundinamarca,2009,36255.88471610737,2074250,17479033.248695854,16.676512620523543,2730,7147,2750,316,1.3161383632638304,0.15234422080269977,7.912423121473705,5.75890177387728,122815,2,0
25,Cundinamarca,2010,38164.356792697385,2134776,17877452.619243134,16.699050846600134,1153,4303,1153,149,0.5401035050047405,0.06979655008300636,7.050989447068045,5.0106352940962555,122815,2,0
25,Cundinamarca,2011,41523.67442662403,2202092,18856466.681057844,16.752366473029735,1215,4525,1227,160,0.5517480650218065,0.07265818140204859,7.103322062526113,5.081404364984463,122815,2,0
25,Cundinamarca,2012,43035.53685319445,2276097,18907602.291639786,16.755074636806892,1621,4375,1621,216,0.7121840589394915,0.09489929471371387,7.3914152346753585,5.37989735354046,122815,2,0
25,Cundinamarca,2013,44776.212539391556,2357339,18994388.39275622,16.759654145757306,1427,6415,1435,209,0.605343567471628,0.08865928913915225,7.2640301428995295,5.3471075307174685,122815,2,0
25,Cundinamarca,2014,46230.44792279673,2446138,18899362.146696847,16.754638730608345,1438,6889,1445,227,0.5878654434050736,0.09279934329134334,7.271703706887368,5.429345628954441,122815,2,0
25,Cundinamarca,2015,48055.14651495274,2543338,18894518.351454955,16.75438240364723,1111,3363,1125,185,0.4368275077870106,0.07273905395193246,7.013915474810528,5.225746673713202,122815,2,0
25,Cundinamarca,2016,49600.649347074606,2652076,18702574.64230837,16.744171753754465,622,2129,625,103,0.23453324867009845,0.038837499377845884,6.434546518787453,4.6443908991413725,122815,2,0
25,Cundinamarca,2017,50408.732976475134,2773285,18176542.611550972,16.715642453245742,366,1331,367,50,0.13197345386428008,0.01802916036397269,5.905361848054571,3.9318256327243257,122815,2,0
25,Cundinamarca,2018,51551.400703454856,2939840,17535444.34508506,16.679734781702134,263,1645,263,37,0.08946065091977795,0.012585718950691193,5.575949103146316,3.6375861597263857,122815,2,0
25,Cundinamarca,2019,52890.19488571039,3052321,17327861.285136916,16.667826242947154,79,1377,79,14,0.025881943609469646,0.004586673551045253,4.382026634673881,2.70805020110221,122815,2,0
25,Cundinamarca,2020,49566.51883478154,3157942,15695829.383434381,16.568905590661586,124,866,124,19,0.0392660789843512,0.006016576618569942,4.8283137373023015,2.995732273553991,122815,2,0
25,Cundinamarca,2021,55181.84042911929,3242668,17017419.121883366,16.649748031649104,197,1503,199,23,0.06075244212481821,0.007092924715080298,5.288267030694535,3.1780538303479458,122815,2,0
25,Cundinamarca,2022,59558.24638100433,3316583,17957713.218998086,16.70353028639523,298,2902,300,45,0.089851512837158,0.013568181468698357,5.700443573390687,3.828641396489095,122815,2,0
27,Chocó,1993,1999.100404592383,285998,6989910.435011375,15.759978300824809,854,651,867,76,2.986034867376695,0.2657361240288394,6.75110146893676,4.343805421853684,549361,4,1
27,Chocó,1994,2029.1429898427841,294332,6894061.773245125,15.746170986454707,1756,1115,1766,172,5.966051941345148,0.5843741081499804,7.471363088187097,5.153291594497779,549361,4,1
27,Chocó,1995,2108.5260695827546,302720,6965268.46453077,15.756446709253035,7036,5377,7100,607,23.242600422832982,2.0051532769556024,8.85893722196655,6.410174881966167,549361,4,1
27,Chocó,1996,1976.4054190727002,311225,6350407.001599166,15.66402946355492,12935,7608,13096,1302,41.561571210539,4.183468551690899,9.467769401256943,7.172424577124845,549361,4,1
27,Chocó,1997,1889.2031489254653,319960,5904497.902629908,15.591224974807881,64081,19018,66655,5630,200.27815976997124,17.59594949368671,11.067918792241455,8.636042325254618,549361,4,1
27,Chocó,1998,1993.404307038234,329044,6058169.44553991,15.616918240719569,11601,5439,11884,1077,35.25668299680286,3.273118488712756,9.358932776026009,6.982862751468942,549361,4,1
27,Chocó,1999,1873.3882615176067,338493,5534496.316076275,15.52651112017859,10736,7213,10901,954,31.717051755870877,2.818374382926678,9.281450999434135,6.86171134048073,549361,4,1
27,Chocó,2000,1835.1278819244635,348270,5269267.757557251,15.477401965428678,23720,14434,24728,1941,68.10807706664369,5.573262124213972,10.074116010739036,7.571473648851271,549361,4,1
27,Chocó,2001,1861.8937544806888,358373,5195407.4511212865,15.463285610839554,31708,17099,32880,3232,88.47764759063881,9.018536552697888,10.364355831242005,8.081165777725433,549361,4,1
27,Chocó,2002,1840.7510313675498,368818,4990946.83927452,15.423136197077554,45833,33892,50485,4023,124.26996513185365,10.90781903269363,10.732781452769414,8.300031711779575,549361,4,1
27,Chocó,2003,2103.546592614163,379651,5540737.658044264,15.52763820113115,15120,9565,16032,1328,39.82605076767874,3.4979494325051164,9.623839785112668,7.192182058713246,549361,4,1
27,Chocó,2004,2360.8608711772595,390932,6039057.614053747,15.613758533574675,19921,10943,20618,2068,50.9577113155229,5.2899225440741615,9.89957992770511,7.634820677745543,549361,4,1
27,Chocó,2005,2530.5922542153717,402709,6283922.768588166,15.653504988114742,16923,10622,17357,1821,42.022899910357104,4.521875597515824,9.736488011839958,7.507690077819904,549361,4,1
27,Chocó,2006,2536.5233298111893,414483,6119728.263429838,15.627028252102384,17256,9845,17652,1845,41.63258806754438,4.451328522520827,9.75597313724758,7.520776415062797,549361,4,1
27,Chocó,2007,2587.925984974939,426077,6073845.771949528,15.619502532752378,19441,10989,19740,2260,45.62790293773191,5.304205577865034,9.875190953381015,7.72356247227797,549361,4,1
27,Chocó,2008,2732.24882447316,437434,6246082.436374767,15.647465015004919,18162,8983,18403,2423,41.519406356158875,5.539121330303543,9.807141836749443,7.793174347189205,549361,4,1
27,Chocó,2009,3135.561964988735,448554,6990377.892045852,15.76004517455784,11463,6102,11729,1747,25.55545151754304,3.8947373114496804,9.346966969508008,7.466227556215481,549361,4,1
27,Chocó,2010,3793.911356124453,459453,8257452.57104525,15.92662669248796,9133,4970,9195,1456,19.877985343441004,3.1689857286817147,9.119758993744945,7.284134806195205,549361,4,1
27,Chocó,2011,4031.154379957144,470087,8575336.863085225,15.964400834569476,14360,8032,14457,2400,30.54753694528885,5.105437929574738,9.57227147806062,7.783640596221253,549361,4,1
27,Chocó,2012,3876.946414465895,480391,8070397.685356085,15.90371331850605,19633,7332,20496,3614,40.86879229627532,7.5230385248682845,9.885018036252466,8.192847134592865,549361,4,1
27,Chocó,2013,3546.783206298733,490338,7233343.54322678,15.794211941347589,20300,7830,20573,3712,41.40001386798494,7.5702882501458175,9.918425424900335,8.21959545417708,549361,4,1
27,Chocó,2014,3471.6562487517144,499946,6944062.456248703,15.753397529557322,20496,7507,20806,4065,40.99642761418233,8.130878134838563,9.928033812954128,8.310414994188292,549361,4,1
27,Chocó,2015,3570.631209841738,509240,7011686.454013309,15.76308880839504,19156,6247,19786,3604,37.616840782342315,7.077213101877308,9.860423463065102,8.190077049719049,549361,4,1
27,Chocó,2016,3765.2208688075475,518234,7265484.064742081,15.798645482462948,18495,6710,19177,3147,35.68851136745177,6.072546378662921,9.825309771472105,8.054522609537294,549361,4,1
27,Chocó,2017,3482.398323555387,526888,6609371.10648826,15.70399906456146,18069,5994,19081,3120,34.29381576350192,5.9215620777091145,9.802008383586275,8.045908742270779,549361,4,1
27,Chocó,2018,3201.860110136186,534807,5986945.029022032,15.605091828141942,9339,3658,9444,1485,17.462374277075657,2.776702623563267,9.142061531222888,7.303843225277705,549361,4,1
27,Chocó,2019,3340.9158841057924,545320,6126523.663364249,15.628138044824679,15965,4333,16188,2706,29.276388175750018,4.962224015257097,9.678216740205745,7.903596289614301,549361,4,1
27,Chocó,2020,3281.2777264913275,555787,5903840.367787169,15.591113606920485,15411,5077,15843,2631,27.728248411711682,4.73382788730215,9.642901705746048,7.875499292445208,549361,4,1
27,Chocó,2021,3546.1677732149274,564382,6283275.818886724,15.653402029655462,17624,5785,17809,2578,31.22707669628018,4.56782817311679,9.777073627680469,7.8551570058813445,549361,4,1
27,Chocó,2022,3624.0748396385557,572258,6332938.708831604,15.661274937389459,22834,6195,24067,3175,39.90158285248961,5.5481967923558955,10.0360497256191,8.063377822367027,549361,4,1
41,Huila,1993,7190.13841398095,786467,9142326.9049826,16.02842549581934,365,459,368,21,0.4641008459350488,0.026701692505852123,5.902633333401366,3.091042453358316,156766,2,0
41,Huila,1994,7486.595698394123,800369,9353930.122723548,16.051307146930416,386,490,387,32,0.4822775494803022,0.03998155850613904,5.958424693029782,3.4965075614664802,156766,2,0
41,Huila,1995,7537.248253999071,814226,9256948.628512317,16.04088503055921,530,696,537,56,0.6509249274771378,0.06877697346928248,6.274762021241939,4.04305126783455,156766,2,0
41,Huila,1996,7804.93316035663,827965,9426646.247554703,16.059050944221205,482,969,491,49,0.5821502116635365,0.059181245584052466,6.180016653652572,3.912023005428146,156766,2,0
41,Huila,1997,7872.030921694473,841564,9354049.03452913,16.05131985934629,761,1327,772,81,0.9042687187189566,0.09624936427889026,6.635946555686647,4.406719247264253,156766,2,0
41,Huila,1998,7895.823126800509,854992,9234967.259109452,16.038507626304316,1158,2404,1162,105,1.3543986376480717,0.12280816662612047,7.055312843339752,4.663439094112067,156766,2,0
41,Huila,1999,8044.642945166404,868201,9265876.156749882,16.041848979528368,1360,3141,1384,139,1.5664575369067761,0.16010117472797197,7.215975002651466,4.941642422609304,156766,2,0
41,Huila,2000,8398.957339279765,881125,9532083.80114032,16.070173908721117,2552,5364,2562,228,2.8962973471414384,0.2587601078167116,7.845024417241484,5.43372200355424,156766,2,0
41,Huila,2001,8593.401843829657,893735,9615156.443274189,16.078851207623995,4480,9224,4523,443,5.012671541340554,0.4956726546459521,8.407601514786142,6.095824562432225,156766,2,0
41,Huila,2002,8904.05793784251,906072,9827097.557194693,16.100654184759893,9162,15532,9253,915,10.111779196355256,1.0098535215744444,9.122928914965213,6.82001636467413,156766,2,0
41,Huila,2003,8810.964833660719,918198,9595931.19747671,16.076849732999044,9192,10447,9348,938,10.010912678964667,1.0215661545766817,9.126197603863755,6.844815479208263,156766,2,0
41,Huila,2004,9917.680551680472,930198,10661902.682741173,16.1821874488369,7351,9174,7445,783,7.902618582280332,0.8417562712454767,8.902727664035522,6.664409020350408,156766,2,0
41,Huila,2005,9838.402357409892,941763,10446792.19443734,16.16180552221158,8409,11704,8469,859,8.92899806002147,0.9121190787915855,9.037176752966994,6.756932389247553,156766,2,0
41,Huila,2006,9876.591206929194,953776,10355252.393569553,16.15300442659199,10161,15465,10222,1135,10.653444834007146,1.190006877925215,9.226410552153677,7.035268599281097,156766,2,0
41,Huila,2007,10427.14712083245,965725,10797221.901506588,16.194799427662808,13154,19060,13257,1519,13.6208547982086,1.5729115431411633,9.484557193474393,7.326465613840322,156766,2,0
41,Huila,2008,10947.470195532922,977528,11199137.206845146,16.231347298194855,13049,16382,13112,1629,13.348978238986506,1.666448429098706,9.47654341275084,7.396335293800808,156766,2,0
41,Huila,2009,11104.999199800037,989375,11224256.929677865,16.233587791599895,10958,11035,11036,1347,11.075679090334807,1.3614655716993052,9.301916315463393,7.206377291472252,156766,2,0
41,Huila,2010,11723.976802425374,1001372,11707913.545041576,16.275775542503034,7787,8614,7809,1041,7.776330874040816,1.0395737048769087,8.960339366492091,6.948897222313312,156766,2,0
41,Huila,2011,12503.665813444433,1013418,12338113.013035523,16.328203648463013,7630,9485,7665,1065,7.528976197383508,1.0508990367252211,8.939974177289633,6.97166860472579,156766,2,0
41,Huila,2012,12769.396558016235,1025384,12453282.436644452,16.337494795655235,7542,9936,7596,1110,7.355293236485063,1.0825212798327262,8.928375259853631,7.01301578963963,156766,2,0
41,Huila,2013,13310.405259539662,1037252,12832373.675384248,16.36748172925236,9250,10428,9293,1364,8.917794325776185,1.315013130849591,9.132486932771318,7.21890970761906,156766,2,0
41,Huila,2014,13915.06204359526,1049215,13262355.23090621,16.40044014617326,9776,10928,9835,1409,9.31744208765601,1.3429087460625324,9.18778796750567,7.251344983372214,156766,2,0
41,Huila,2015,13805.323974530787,1061405,13006650.594759576,16.380971368823495,7873,8808,7923,1165,7.417526768764043,1.0976017637000013,8.971321471503682,7.061334366910438,156766,2,0
41,Huila,2016,13635.836397667399,1073916,12697302.580152823,16.356900133606192,3305,3668,3339,538,3.0775218918425646,0.5009702807295915,8.10349427838097,6.289715570908998,156766,2,0
41,Huila,2017,13211.633615559287,1086654,12158086.765022986,16.313505083720596,1474,1913,1490,207,1.3564575292595435,0.19049301801677443,7.29641326877392,5.337538079701318,156766,2,0
41,Huila,2018,13369.145353982982,1100364,12149748.041541692,16.31281899021414,1357,2211,1363,183,1.2332282771882759,0.16630860333489644,7.213768308118642,5.214935757608986,156766,2,0
41,Huila,2019,13753.501651992608,1117786,12304235.025302347,16.325454072081406,1320,2063,1336,177,1.180905826338852,0.15834873580452788,7.186144304522325,5.181783550292085,156766,2,0
41,Huila,2020,13044.006575657784,1135396,11488508.481320865,16.25685783124403,1242,1714,1243,161,1.0938914704649303,0.14180074617137983,7.1252830915107115,5.087596335232384,156766,2,0
41,Huila,2021,14164.392160162924,1151482,12301010.489232939,16.325191970564397,1801,3222,1815,242,1.5640713445802887,0.21016394524621315,7.496652438168283,5.493061443340548,156766,2,0
41,Huila,2022,14807.150423974703,1166143,12697542.603243945,16.356919036898528,2899,5538,2928,343,2.4859729895904703,0.2941320232595831,7.9724660159745655,5.840641657373398,156766,2,0
44,La Guajira,1993,3891.1017446430506,480168,8103625.699011702,15.907822136653929,517,579,533,41,1.0767064860632112,0.08538678129321405,6.249975242259483,3.7376696182833684,164599,2,0
44,La Guajira,1994,4362.2566556669335,492242,8862016.357131114,15.997284876500546,511,582,514,44,1.0381072724391662,0.08938692756814737,6.238324625039508,3.8066624897703196,164599,2,0
44,La Guajira,1995,3921.7637320084614,504634,7771501.19097893,15.865973907154634,1453,1610,1477,143,2.879314513092657,0.28337369261682727,7.282073658093465,4.969813299576001,164599,2,0
44,La Guajira,1996,4532.06109801712,517352,8760111.293697752,15.985719167591887,1131,1618,1134,105,2.1861324591380726,0.2029565943496884,7.0317412587631285,4.663439094112067,164599,2,0
44,La Guajira,1997,5038.053396048828,530456,9497589.61355669,16.066548599488396,2803,3747,2841,281,5.284132896979203,0.5297329090442939,7.938802248154481,5.641907070938114,164599,2,0
44,La Guajira,1998,4909.968228729227,544002,9025643.70853274,16.01558038468489,2422,3072,2446,232,4.45218951400914,0.42646902033448403,7.792761720816526,5.4510384535657,164599,2,0
44,La Guajira,1999,4475.439062573374,557993,8020600.728993686,15.897523880902092,3020,4233,3056,315,5.4122542755912715,0.5645232108646524,8.013343181386672,5.755742213586912,164599,2,0
44,La Guajira,2000,4668.064778396117,572422,8154936.005946866,15.914133946789645,8672,13101,8782,991,15.149662312070467,1.7312402388447683,9.067970030684457,6.899723107284872,164599,2,0
44,La Guajira,2001,5261.39092494977,587253,8959325.750485346,16.00820553105771,6211,11411,6261,603,10.576361466012093,1.0268146778305092,8.734238184268579,6.403574197934815,164599,2,0
44,La Guajira,2002,4341.131816160612,602182,7209002.952862444,15.790841212994406,22842,25711,23332,2425,37.932053764476514,4.0270217309717,10.036400003655869,7.793999089503996,164599,2,0
44,La Guajira,2003,5071.7457990441635,617010,8219876.17549823,15.922065703110901,14205,15602,14418,1464,23.0223173044197,2.372733018913794,9.561419689557756,7.289610521451167,164599,2,0
44,La Guajira,2004,5599.603210787262,631693,8864437.647381341,15.997558060326782,12721,12810,13196,1357,20.137946755781684,2.1481954050464385,9.45108805723875,7.213768308118642,164599,2,0
44,La Guajira,2005,6184.963023250186,645718,9578427.460981706,16.07502398835027,15919,15104,16191,1695,24.65317677376192,2.6249849005293333,9.675331459398373,7.4360278163518485,164599,2,0
44,La Guajira,2006,6617.542282316792,660570,10017927.369267136,16.119886782850173,15581,10437,15741,1669,23.587204989630166,2.526605810133672,9.653871680890804,7.4205789054108005,164599,2,0
44,La Guajira,2007,6974.957060198065,675638,10323512.08812717,16.14993457873942,9890,9087,10000,1038,14.638016215784193,1.5363256655191093,9.199380531739841,6.946013991099227,164599,2,0
44,La Guajira,2008,7343.109621105815,691093,10625356.675738018,16.178753841692536,7903,10545,7950,1042,11.435508679729066,1.5077565537489166,8.975124239427704,6.949856455000773,164599,2,0
44,La Guajira,2009,7447.419513363011,706943,10534681.740059681,16.170183394992833,6565,8540,6592,931,9.28646298216405,1.3169378577905149,8.789660098061537,6.837332814685591,164599,2,0
44,La Guajira,2010,7537.923684586167,722913,10427151.931956083,16.15992372467891,5898,6367,5973,771,8.15865809578746,1.0665183777301002,8.682538124003075,6.648984550024776,164599,2,0
44,La Guajira,2011,8005.784230739766,738743,10837035.654807918,16.198480052999187,2932,3450,2933,476,3.9689039354687625,0.6443377466859246,7.983781068977451,6.1675164908883415,164599,2,0
44,La Guajira,2012,8438.36348980637,754574,11182950.233915256,16.2299008758453,3932,3448,3956,637,5.210887202580529,0.8441849308351467,8.27715777243181,6.45833828334479,164599,2,0
44,La Guajira,2013,8479.780652908492,770616,11003899.027412476,16.213760224995088,4030,3437,4044,655,5.229582567712064,0.8499693751492312,8.301769763117166,6.486160788944089,164599,2,0
44,La Guajira,2014,8720.613786502312,786618,11086211.841710094,16.22121271771943,5655,4747,5671,896,7.189004065505747,1.1390535177176215,8.640472207576408,6.799055862058796,164599,2,0
44,La Guajira,2015,8665.814100215299,803092,10790562.102742026,16.19418243066353,2507,1736,2510,382,3.1216846886782585,0.47566156803952725,7.827240901752812,5.948034989180646,164599,2,0
44,La Guajira,2016,8891.340947789686,822700,10807513.003269339,16.195752098694086,1628,876,1636,264,1.97885012762854,0.3208946152911146,7.395721608602045,5.579729825986222,164599,2,0
44,La Guajira,2017,8996.213149026285,846012,10633670.856945628,16.1795360206157,1074,680,1084,152,1.2694855392122097,0.17966648227211907,6.980075940561763,5.030437921392435,164599,2,0
44,La Guajira,2018,8977.145406414034,880552,10194906.611323392,16.137398801705814,899,626,900,138,1.0209504946896946,0.15671987571432464,6.802394763324311,4.9344739331306915,164599,2,0
44,La Guajira,2019,8955.495290121544,918062,9754782.672762344,16.093268253242982,669,447,671,107,0.7287089542972043,0.11654986264544225,6.507277712385012,4.68213122712422,164599,2,0
44,La Guajira,2020,6844.756568764423,959829,7131225.008584261,15.779993588093378,497,386,502,54,0.5178005665592517,0.05626002131629697,6.210600077024653,4.007333185232471,164599,2,0
44,La Guajira,2021,8766.454475307019,986573,8885763.623479478,15.999960961120292,1064,748,1069,140,1.0784807611803688,0.14190536331320644,6.970730078143525,4.948759890378168,164599,2,0
44,La Guajira,2022,8516.025193371453,1007580,8451959.34156241,15.949908847195678,1448,1213,1457,187,1.4371067309791778,0.18559320351733857,7.278628942320682,5.236441962829949,164599,2,0
47,Magdalena,1993,5062.782396149445,906779,5583259.422802519,15.53528328977261,2390,1898,2432,243,2.635702855932923,0.2679815037622177,7.779466967458324,5.497168225293202,506732,4,1
47,Magdalena,1994,5584.053709939838,920982,6063151.842207381,15.61774032881208,2570,2022,2604,253,2.7904997057488634,0.27470678037138624,7.852050207265889,5.537334267018537,506732,4,1
47,Magdalena,1995,5886.044546720718,935399,6292549.539523474,15.654876878749409,3602,2793,3632,337,3.8507631502706334,0.3602740648642986,8.189522110748094,5.823045895483019,506732,4,1
47,Magdalena,1996,6190.886340861904,950076,6516201.167971724,15.68980212115135,10551,7871,10657,1124,11.105427355285261,1.183063249676868,9.26407069439715,7.025538314638521,506732,4,1
47,Magdalena,1997,6495.5611684173755,965075,6730628.364031163,15.722179064874783,14663,10620,14945,1435,15.19363780017097,1.4869310675336114,9.593150789519541,7.269616749608169,506732,4,1
47,Magdalena,1998,6471.272596176814,980446,6600335.557671523,15.702631047775682,14275,13279,14506,1439,14.559700381255062,1.4676993939492842,9.566335084610051,7.272398392570047,506732,4,1
47,Magdalena,1999,6249.8790215843965,996210,6273656.178500915,15.651869865227132,28905,23881,29719,2666,29.014966723883518,2.6761425803796386,10.271804465008787,7.888709524182015,506732,4,1
47,Magdalena,2000,5933.910962227741,1012346,5861544.335857248,15.583923665375206,59898,37631,61977,5852,59.16751782493338,5.780632313458047,11.000415089473368,8.67470962929122,506732,4,1
47,Magdalena,2001,6434.203684862194,1028811,6254019.139435905,15.64873487734636,48743,34963,51130,4346,47.37799265365553,4.224293869330713,10.79433739192833,8.377241230988792,506732,4,1
47,Magdalena,2002,6440.8912494908745,1045572,6160160.418881603,15.633613377196848,65407,44655,66825,5237,62.55618933942378,5.008741626592909,11.088399854123322,8.563695025067657,506732,4,1
47,Magdalena,2003,6375.474278003037,1062649,5999605.022921997,15.607204195512471,35183,26226,35708,3651,33.10876874678281,3.435753480217833,10.468346712794542,8.20303024171486,506732,4,1
47,Magdalena,2004,6763.174416275008,1080076,6261757.891365985,15.649971516972851,37000,25836,37614,3947,34.25684859213611,3.6543724700854385,10.518700218288165,8.280964400553373,506732,4,1
47,Magdalena,2005,7061.904382577913,1097751,6433065.770450597,15.676961774256712,41150,30211,41685,4429,37.4857321924553,4.0346125851855295,10.625003507146516,8.39615486303918,506732,4,1
47,Magdalena,2006,7231.564417336782,1116037,6479681.603151851,15.684181931805206,33970,34671,34359,3395,30.43805895324259,3.0420138400429377,10.433262498460529,8.130353547431238,506732,4,1
47,Magdalena,2007,7595.788712140227,1134297,6696472.539502641,15.717091459077041,36224,33668,36684,3441,31.9351986296358,3.0335970208860643,10.497504767188882,8.143807976771484,506732,4,1
47,Magdalena,2008,8311.785189104265,1152422,7212449.24958415,15.791319153320933,19042,15094,19168,2021,16.52346102382634,1.7536978641504586,9.854454858958817,7.611842399580417,506732,4,1
47,Magdalena,2009,8833.217406023727,1170386,7547268.513143294,15.836696269426104,6691,4116,6710,938,5.716917324711676,0.8014449933611646,8.808668062106715,6.844815479208263,506732,4,1
47,Magdalena,2010,9138.294165773621,1188000,7692166.806206752,15.855713071129982,5013,3449,5043,726,4.21969696969697,0.611111111111111,8.519989278718239,6.588926477533519,506732,4,1
47,Magdalena,2011,9314.180256853917,1204977,7729757.710606854,15.860588076037034,3300,2172,3310,474,2.7386414844432716,0.39336850412912444,8.101980731853192,6.163314804034641,506732,4,1
47,Magdalena,2012,9721.986945907347,1221419,7959583.849528579,15.88988727624393,4672,3176,4748,763,3.8250592139143076,0.6246832577518444,8.449556542700426,6.638567789166521,506732,4,1
47,Magdalena,2013,10238.749620585739,1237543,8273449.585659439,15.928562100423475,5671,4063,5703,921,4.5824670334687365,0.7442165645961393,8.643297068211963,6.826545223556594,506732,4,1
47,Magdalena,2014,10128.23712088042,1253211,8081829.094127341,15.905128777914332,8662,8207,8709,1335,6.911844852941764,1.0652635509902162,9.06681636189014,7.197435354096591,506732,4,1
47,Magdalena,2015,10513.57745023304,1268980,8285061.585078599,15.929964642137877,6730,7681,6756,998,5.303472079938218,0.7864584154202588,8.814479000010714,6.906754778648554,506732,4,1
47,Magdalena,2016,10868.965741951495,1287462,8442164.306170976,15.948749268078911,1969,1735,1986,330,1.5293655269048716,0.25631824473266007,7.585788821732034,5.802118375377063,506732,4,1
47,Magdalena,2017,10989.952584433297,1309259,8394024.85255652,15.943030683623794,1868,1499,1892,291,1.4267612443374458,0.22226312746370275,7.533158807455563,5.676753802268282,506732,4,1
47,Magdalena,2018,11248.338740491246,1341797,8383040.609340494,15.941721247857396,1038,698,1046,173,0.773589447584098,0.12893157459734966,6.946013991099227,5.159055299214529,506732,4,1
47,Magdalena,2019,11524.826629304358,1384062,8326813.848876971,15.934991449843418,976,541,979,144,0.7051707221208298,0.10404158195225359,6.884486652042782,4.976733742420574,506732,4,1
47,Magdalena,2020,10855.759577012417,1432692,7577176.097174004,15.840651141658885,651,673,664,86,0.4543893593319429,0.06002685852925821,6.480044561926653,4.465908118654584,506732,4,1
47,Magdalena,2021,12089.88082223222,1463123,8263065.253045862,15.92730617266846,1601,979,1617,200,1.0942347294109929,0.13669390748419646,7.379008127628304,5.303304908059076,506732,4,1
47,Magdalena,2022,12832.471338928239,1485394,8639102.715460166,15.971809283009911,4317,2456,4340,545,2.90629960805012,0.36690601954767554,8.370547611074752,6.302618975744905,506732,4,1
50,Meta,1993,6708.6666274077925,546686,12271517.155017307,16.32279145655904,1065,1102,1070,90,1.9481018354228936,0.16462832412024453,6.97166860472579,4.51085950651685,248639,3,0
50,Meta,1994,7088.255878309018,566302,12516741.735521007,16.342577644999988,1307,1085,1326,128,2.3079558256901795,0.22602780848381251,7.176254532017144,4.859812404361672,248639,3,0
50,Meta,1995,7562.158804828609,586172,12900921.239548476,16.372809280700533,1483,1710,1511,136,2.5299741372839373,0.23201381164572857,7.302496423727326,4.919980925828125,248639,3,0
50,Meta,1996,7810.477652040192,606254,12883177.104052415,16.371432917791832,1675,1666,1682,127,2.762868368703547,0.20948315392558234,7.424165281042028,4.852030263919617,248639,3,0
